fornecedor_nome;fornecedor_cnpj;cliente_nome;cliente_cnpj;total_valor_pedido;total_pedidos_qtd
WELLA BRASIL LTDA;37374821000360;VARGEMFARMA;45.416.600/0001-73;2000.00;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;A ANDRADE BONFIM JUNIOR MEDICAMENTOS ME;05.756.389/0002-02;18110.72;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;PHARMAFACIL DRUGSTORE EIRELI;30.216.302/0001-62;2612.89;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;FARMACIA NOSSA SENHORA DE FATIMA;00.148.357/0001-11;1572.19;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;02501297000528;MARCIA JORDANA ARAUJO LIMA;30.376.426/0001-05;1778.55;1
NEOQUIMICA;02932074004260;DROGARIA DO BAIRRO;44.290.485/0001-70;2064.21;1
MILI S/A;78908266000205;VAREJAO SUPER BARATAO LTDA ME;29.045.055/0001-08;35055.00;1
EMS S/A;57507378000365;DROGARIA FEITOSA;10.678.909/0001-57;63557.00;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA PADRE CICERO;08.601.302/0001-27;3000.00;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;FARMA POPULAR;41.173.706/0001-32;3251.60;1
LABORATORIO GLOBO LTDA;17115437000173;VITTA FARMA POPULAR;47.718.529/0001-09;2010.71;1
EMS S/A;57507378000365;DROGARIAS ULTRA POPULAR;51.825.864/0001-83;666.16;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;FARM.MEDICAL;05.130.530/0001-78;4221.12;1
NEOQUIMICA;02932074004260;ARAUJO E ANDRADE EMPREENDIMENT;15.033.761/0001-17;8802.20;1
LABORATORIO GLOBO LTDA;17115437000173;HIPER POPULAR;53.922.385/0001-00;1174.74;1
NATULAB LABORATORIO LTDA;02456955000183;COMERCIAL FARMACEUTICO JARDIM LTDA;18.464.782/0001-85;3056.57;1
SOFTYS BRASIL LTDA;44145845001112;FAMANATO;10.700.167/0001-19;2404.69;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;SUPERMERCADO MORANGUINHO;11.659.770/0009-14;16923.44;1
EMS S/A;57507378000365;DROGARIA SAO LUIS;04.316.017/0001-03;1008.00;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA AVENIDA;37.957.185/0001-37;3094.07;1
NEOQUIMICA;02932074004260;FARMACIA BETEL (REDE MED);63.201.420/0001-56;70000.00;1
EMS S/A;57507378000365;FARMACIA DR NAHIN;31.763.657/0002-15;5898.30;1
NEOQUIMICA;02932074004260;OLIVEIRA E SOUSA COM DE PROD.;18.331.063/0002-77;1044.15;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;DROGARIA POUPE JA;12.996.672/0001-88;300000.00;1
NEOQUIMICA;02932074004260;FAMANATO;10.700.167/0001-19;36430.00;1
TORRENT DO BRASIL LTDA;33078528000132;POP FARMA;45.354.264/0001-81;1212.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;DROGARIA POPULAR;42.565.318/0002-40;2687.44;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;VAREJAO DOS COMPRIMIDOS (FILIAL 1);03.176.330/0001-20;8336.48;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA VITORIA;02.587.030/0001-71;2300.00;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;FARMACENTER;43.052.150/0001-51;3758.40;1
NEOQUIMICA;02932074004260;F BATISTA DE ARAUJO  ME;45.350.009/0001-60;3049.80;1
TORRENT DO BRASIL LTDA;33078528000132;ATENDBEM FL2;05.531.235/0003-95;14713.00;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;DROGARIA N S APARECIDA;23.477.292/0003-15;2200.00;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;GRUPO TOTAL;30035710000118;30046.28;14
ACCUMED PROD MED HOSP LTDA;06105362000123;DROGARIA CRISTHUS;11.770.310/0001-01;1732.91;1
NEOQUIMICA;02932074004260;VARGEMFARMA;45.416.600/0001-73;7079.85;1
LABORATORIO GLOBO LTDA;17115437000173;FARM.LIMOEIRENSE;05.677.976/0001-17;1005.14;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;M C CARVALHO COMERCIO FARMACEUTICO LTDA;03.250.587/0001-85;20000.00;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;DROGATEL;05.328.409/0001-55;1292.88;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA CAMPELO;07.704.554/0001-19;1100.00;1
NEOQUIMICA;02932074004260;FARMACIA CAMPELO;07.704.554/0001-19;787.50;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;COMERCIAL DE MEDICAMENTOS NUNES LTDA;51.931.819/0001-03;1934.12;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;FARMACIA ECONOMICA;43.461.866/0001-02;445.92;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;DROGARIA FARMANATO;10.700.167/0003-80;2207.14;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;FARMACIA SAO JOSE;07.505.165/0001-64;1684.62;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;02501297000528;FARMACIA CENTER POPULAR (LJ 01)ESPERANCA;05.624.211/0001-19;1195.46;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA MAIS POPULAR;38.124.014/0001-90;237.00;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;SUPERFARMA;10.477.798/0004-63;3293.82;1
NEOQUIMICA;02932074004260;FARMACIA ECONOMICA;56.305.586/0001-57;1998.00;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;FARM FERNANDES;00.796.517/0001-39;10031.44;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;MEGA FARMA;05.623.124/0001-47;6900.20;1
NATULAB LABORATORIO LTDA;02456955000183;DROGARIA BITU;40.164.891/0001-36;600.52;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;COMPLEXO FHARMA;27.361.998/0008-82;2042.75;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARMACIA CERQUEIRA;09.107.672/0001-75;4680.72;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;DROGAFOR;02.774.650/0001-10;1956.58;1
SOFTYS BRASIL LTDA;44145845001112;FARMACIA SARA SOUSA VIANA LTDA;21.390.664/0001-84;5728.16;1
LABORATORIO GLOBO LTDA;17115437000173;DROGA JACK;01.215.077/0001-41;805.14;1
NEOQUIMICA;02932074004260;FARMACIA DO TRABALHADOR DO POVO;45.804.901/0001-74;3076.76;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA CAVALCANTE;70.084.694/0002-59;3233.32;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;FARMACIA MENOR PREÇO;08.662.214/0004-88;5371.66;1
TORRENT DO BRASIL LTDA;33078528000132;PROVIDA LJ 05;29.080.220/0001-54;1736.45;1
NEOQUIMICA;02932074004260;FARMACIA LOCAL;63.556.906/0001-07;2252.09;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA ALDESUL (FILIAL 2);07.298.821/0002-86;671.31;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARMACIA NATURALLE;21.731.183/0003-57;50000.00;1
LABORATORIO GLOBO LTDA;17115437000173;DROGASOL;12.077.160/0001-18;1400.00;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;F BATISTA DE ARAUJO  ME;45.350.009/0001-60;700.00;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA CAVALCANTE;11.599.440/0001-23;4326.77;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;FARMACIA SAMPAIO;46.238.284/0001-50;1859.58;1
WELLA BRASIL LTDA;37374821000360;FARMACIA BEM ESTAR;40.689.487/0001-86;1000.00;1
LOLLY BABY PRODUTOS INFANTIS L;62367032000187;FARMA VITOR;19.789.052/0001-17;1024.96;1
EMS S/A;57507378000365;MEGA FARMA;05.623.124/0001-47;4504.23;1
NATULAB LABORATORIO LTDA;02456955000183;I FARMA;37.766.309/0001-05;3052.23;1
LABORATORIO GLOBO LTDA;17115437000173;CENTRO FARMA;20.505.730/0001-51;2077.16;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);61286647001007;FARMACIA E DROGARIA VARGEMFARMA LTDA;26.456.995/0001-93;939.70;1
NEOQUIMICA;02932074004260;ATENDBEM FL2;05.531.235/0003-95;15000.00;1
LOLLY BABY PRODUTOS INFANTIS L;62367032000187;FAMANATO;10.700.167/0001-19;2110.47;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA CAVALCANTE;70.084.694/0007-63;1574.68;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;DENISE DA PAIXAO RODRIGUES ME;29.302.165/0001-08;2019.61;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;FARMACIA SOLONOPOLE;37.524.559/0001-20;1156.87;1
NEOQUIMICA;02932074004260;FARMASHOW;44.795.723/0001-08;2901.22;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA PALMACIA;11.099.497/0001-63;1100.00;1
TORRENT DO BRASIL LTDA;33078528000132;DROGAVIDA;15.083.909/0001-28;3472.90;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;FARMACIA CAMPELO;07.704.554/0001-19;1757.36;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARMACIA  G 5  COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;20.135.974/0001-90;4799.00;1
LOLLY BABY PRODUTOS INFANTIS L;62367032000187;FARMACIA MUTTI;18.681.698/0004-66;1230.12;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;FARMACIA ECONOMICA;56.305.586/0001-57;3584.62;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;NOVA DROGARIA;11.031.938/0001-95;6429.42;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;02501297000528;DROGARIA A FAVORITA;17.291.284/0001-15;3878.88;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;JOSE WILKER MARTINS DA SILVA;34.035.700/0001-33;1326.76;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;FCIA ITINGA;03.459.886/0001-24;3223.34;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARMACIA SANTA TERESINHA;17.259.132/0001-35;5256.96;1
EMS S/A;57507378000365;FARMACIA REALCE;63.396.709/0001-78;1124.54;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA PECHINCHA;50.252.655/0001-25;3015.56;1
NEOQUIMICA;02932074004260;FARMACIA DO MIGUEL;07.987.257/0001-28;11057.69;1
NEOQUIMICA;02932074004260;FARMACIA DO TRABALHADOR POPULAR;55.299.141/0001-49;3635.94;1
GERMED FARMACEUTICA LTDA;45992062000165;FRANCILIO HILDERBRANDO FERNANDES RODRIGUES MEE;07.159.873/0001-90;10000.00;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;FARMACIA ALDESUL (MATRIZ);07.298.821/0001-03;74248.08;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;FARMACIA BANABUIU;00.996.848/0001-12;9104.62;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA CASCAVEL;21.026.288/0001-43;35975.00;1
NATULAB LABORATORIO LTDA;02456955000183;FARMACIA DO PRECO POPULAR;45.353.864/0001-25;3555.00;1
HIDROLIGHT DO BRASIL S.A;08762826000280;COMERCIAL DE MEDICAMENTOS NUNES LTDA;51.931.819/0001-03;2025.39;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;COMERCIAL DE MEDICAMENTOS SOLONOPOLE LTDA;28.843.195/0001-50;9533.25;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;FARM.VASCONCELOS;11.752.631/0001-83;1928.14;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;FARMACIA CASCAVEL;21.026.288/0001-43;3000.00;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;DROGAFARMA;23.549.116/0001-80;1803.51;1
HIDROLIGHT DO BRASIL S.A;08762826000280;FARMACIA BANABUIU;00.996.848/0001-12;1339.92;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMA POPULAR ACARAU LTDA;28.129.082/0001-98;1358.11;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);61286647001007;FARMACIA SAO PEDRO;11.446.276/0001-14;4239.61;1
TORRENT DO BRASIL LTDA;33078528000132;POP FARMA;49.616.599/0001-81;1994.68;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;AMERICA DROGARIAS 2;34.465.755/0002-64;15019.56;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;FARMACIA DO PRECO POPULAR;59.505.872/0001-54;16269.00;1
NEOQUIMICA;02932074004260;DROGARIA MAIS POPULAR;17.822.027/0001-62;12033.00;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA SANTA BRANCA;47.879.569/0001-32;1000.00;1
NEOQUIMICA;02932074004260;DROGARIA SAO JOSE;05.358.996/0001-25;8382.64;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;FARMACIA SANTA TERESINHA III;17.259.132/0003-05;2213.92;1
NATULAB LABORATORIO LTDA;02456955000183;FARMA POPULAR ACARAU LTDA;28.129.082/0001-98;816.64;1
LOLLY BABY PRODUTOS INFANTIS L;62367032000187;FARMACIA SANTANA;34.683.891/0001-40;4000.00;1
NATULAB LABORATORIO LTDA;02456955000183;FARMACIA CASCAVEL;21.026.288/0001-43;2868.00;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;FARMACIA PONTUAL;00.974.016/0001-03;2726.78;1
NEOQUIMICA;02932074004260;ECONOMIZE FARMA;54.889.885/0001-50;3269.65;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;FARMANOVA;07.272.180/0002-90;1499.86;1
LOLLY BABY PRODUTOS INFANTIS L;62367032000187;FARMACIA SAMPAIO;46.238.284/0001-50;2040.00;1
GERMED FARMACEUTICA LTDA;45992062000165;J & P COMERCIO DE MEDICAMENTOS LTDA ME;22.968.331/0001-52;2684.98;1
SOFTYS BRASIL LTDA;44145845001112;M MICHELLE SARAIVA MOREIRA;19.759.011/0003-40;5695.72;1
EMS S/A;57507378000365;FARMACIA CENTER POPULAR (LJ 01)ESPERANCA;05.624.211/0001-19;18000.00;1
SOFTYS BRASIL LTDA;44145845001112;HAPPY FARMA;39.774.312/0001-98;5099.00;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;FARMACIA LA DE CASA;39.987.831/0001-34;5634.88;1
NEOQUIMICA;02932074004260;FARMACIA CENTER POPULAR (LJ 2) U JANGURU;05.624.211/0002-08;9947.37;2
WELLA BRASIL LTDA;37374821000360;ECONOMIAFARMA;16.672.967/0014-74;11000.00;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;FARMACIA NOGUEIRA;52.830.309/0001-02;1245.96;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;02501297000528;FARMACIA PONTUAL;00.974.016/0001-03;2633.31;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;FARMACIA MAIS SAUDE;51.578.984/0001-23;225.65;1
NATULAB LABORATORIO LTDA;02456955000183;FARMACIA DO TRABALHADOR DE CARIRI;30.317.496/0001-92;3297.67;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;FARMACIA SAO BENTO ;34.974.448/0001-28;1523.85;1
LOLLY BABY PRODUTOS INFANTIS L;62367032000187;FARMACIA GENTIL;34.588.272/0001-76;2000.00;1
NATULAB LABORATORIO LTDA;02456955000183;IBIFARMA COMERCIO DE PRODUTOS FARMACEUTICOS E HOSPITALARES;40.839.940/0001-93;2147.52;1
NEOQUIMICA;02932074004260;FARMACIA ZILMA;29.520.980/0001-35;1601.50;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;02501297000528;MUNDO DAS FARMACIAS;35.759.605/0001-45;2608.50;1
NEOQUIMICA;02932074004260;ANA FARMA EDSON QUEIROZ;19.329.839/0002-87;10000.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FCIA GENERICA DE TUT;15.251.322/0001-80;10000.00;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;IBIFARMA COMERCIO DE PRODUTOS FARMACEUTICOS E HOSPITALARES;40.839.940/0001-93;1240.68;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA CONVIVA;21.593.391/0002-56;620.00;1
ACCUMED PROD MED HOSP LTDA;06105362000123;DROGARIA POPULAR HOLANDA;29.415.943/0001-67;1002.96;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;POPULARFARMA;40.138.469/0001-06;1636.41;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA NOGUEIRA;46.454.228/0001-52;750.00;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;DROGARIA ULTRAPOPULAR;14.788.290/0002-75;521.94;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FCIA GENERICA DE TUT;15.251.322/0001-80;2300.32;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FCIA POPULAR;12.365.566/0001-04;1040.30;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;DROGARIAS ULTRAMAX;53.834.947/0001-64;1057.74;1
LABORATORIO GLOBO LTDA;17115437000173;FARMACIA E DROGARIA VARGEMFARMA LTDA;26.456.995/0001-93;4866.96;1
NEOQUIMICA;02932074004260;FARMACIA DO BAIRRO;10.144.229/0001-53;8035.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;DISK SAUDE;03.044.933/0001-79;5337.88;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA PRO VIDA LJ 01 (MATRIZ);27.089.559/0001-96;9973.42;1
CERAS JOHNSON LTDA;33122466000895;FARMACIA FERNANDES;00.796.517/0003-09;5324.28;1
EMS S/A;57507378000365;LOJA 7;03.924.507/0001-20;20000.00;1
SOFTYS BRASIL LTDA;44145845001112;FARMACIA DO TRABALHADOR DE JACOBINA;42.538.064/0001-90;10000.00;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;FARMACIA SANTOS;24.302.049/0001-67;1117.74;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;DROGASOL;12.077.160/0001-18;651.53;1
NEOQUIMICA;02932074004260;FARM. G.G.;04.608.347/0001-72;3907.92;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;FARMACIA NOGUEIRA;45.580.762/0001-42;1364.00;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;AGAFARMA;05.255.399/0001-75;20000.00;1
GERMED FARMACEUTICA LTDA;45992062000165;DROGARIA A FAVORITA;17.291.284/0003-87;2358.00;1
NEOQUIMICA;02932074004260;FARMACIA MILAGRESFARMA;32.365.255/0001-44;1054.70;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARMÁCIA MENOR PREÇO;08.662.214/0002-16;16806.72;1
HIDROLIGHT DO BRASIL S.A;08762826000280;DROGARIA FEITOSA;22.423.646/0001-14;708.48;1
NEOQUIMICA;02932074004260;FARMACIA SANTOS;24.302.049/0001-67;16473.38;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;PRO SAUDE;01.570.785/0001-09;1076.04;1
EMS S/A;57507378000365;FARMACIA DO TRABALHADOR;27.520.863/0004-99;4148.00;1
NATULAB LABORATORIO LTDA;02456955000183;FCIA ITINGA;03.459.886/0001-24;4386.53;1
EMS S/A;57507378000365;DROGARIAS ULTRA POPULAR;46.838.837/0001-05;872.61;1
EMS S/A;57507378000365;FCIA SAUDE DO TRABALHADOR;16.695.286/0001-07;2007.00;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;02501297000528;DROGARIA FRANCILIO FILIAL 2;07.159.873/0003-52;17345.81;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;FCIA POPULAR;12.365.566/0001-04;2600.66;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;FARMACIA CASCAVEL;21.026.288/0001-43;8728.24;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;PHARMAFACIL DRUGSTORE EIRELI;30.216.302/0001-62;5540.60;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;COEMDIBRA;35.033.257/0001-24;5023.49;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;FARMACIA DA PRAÇA;07.219.651/0001-16;3812.16;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;RICARDO DIAS CARDOSO;19.202.750/0001-74;2082.00;1
NEOQUIMICA;02932074004260;FARMACIA S. O. S. DO TRABALHADOR;24.736.756/0001-61;25000.00;1
MILI S/A;78908266000205;FARMACIA FARMAVIDA;10.981.849/0001-47;1311.06;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;DROGARIA LIMA;06.022.768/0001-42;1422.90;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;VAREJAO DOS COMPRIMIDOS MARTINS;25.007.294/0001-04;1337.51;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;LOJA 7;03.924.507/0001-20;15000.00;1
NATULAB LABORATORIO LTDA;02456955000183;FERNANDES FARMA;30.530.910/0001-47;8084.96;1
LABORATORIO GLOBO LTDA;17115437000173;M. MICHELLE SARAIVA MOREIRA ME;19.759.011/0002-69;1408.83;1
MILI S/A;78908266000205;FARMACIA GENTIL;01.333.386/0001-16;2856.00;1
NEOQUIMICA;02932074004260;FARMACIA ALDESUL (FILIAL 2);07.298.821/0002-86;79346.88;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;SUPER PHARMA;37.909.305/0001-20;660.00;1
LABORATORIO GLOBO LTDA;17115437000173;FARMACIA SAO PEDRO;11.446.276/0001-14;2726.82;1
LOLLY BABY PRODUTOS INFANTIS L;62367032000187;COEMDIBRA;35.033.257/0001-24;5091.61;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;DROGARIA SANTA TEREZINHA;15.051.038/0001-60;1013.60;1
EMS S/A;57507378000365;MACEDO COMERCIO DE MEDICAMENTOS LTDA;01.639.374/0001-14;2161.00;1
HIDROLIGHT DO BRASIL S.A;08762826000280;FARMACIA ORIGINALFARMA;13.470.567/0001-73;2406.00;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;S S FARMACIAS LTDA;27.237.427/0002-45;1101.11;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;DROGASOL;12.077.160/0001-18;1082.03;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;TOUREIROFARMA;47.093.966/0001-84;6422.99;1
TORRENT DO BRASIL LTDA;33078528000132;DROGASOL;12.077.160/0001-18;514.20;1
TORRENT DO BRASIL LTDA;33078528000132;FCIA POPULAR;12.365.566/0001-04;1050.60;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;AMERICA DROGARIAS 2;34.465.755/0002-64;16826.11;1
MILI S/A;78908266000205;CEFARMA;46.432.131/0001-49;19225.50;2
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;R A MACIELCOMERCIAL DE MEDICAMENTOS LTDA;40.908.728/0001-30;1039.50;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARMACIA CONFIANCA;11.371.251/0001-07;7234.72;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;DROGARIA MEGA POPULAR;33.650.583/0002-36;60000.00;1
EMS S/A;57507378000365;F BATISTA DE ARAUJO  ME;45.350.009/0001-60;2081.98;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;FARM. OSWALDO CRUZ;05.718.218/0001-08;11961.60;1
GERMED FARMACEUTICA LTDA;45992062000165;F NIKELLY PEREIRA DE ALMEIDA;28.266.053/0001-78;4536.00;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;HIPER POPULAR;46.522.105/0001-01;2951.12;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;POP FARMA;49.616.599/0001-81;4730.00;1
NEOQUIMICA;02932074004260;FCIA LUZ E VIDA;03.504.952/0001-30;5000.00;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;FARMACIA MEDICAMENTOS REGIS;11.582.612/0001-56;1354.18;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;NOSSA FARMACIA;06.886.605/0001-08;310.00;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;FORTE FARMA;39.999.662/0001-52;3018.40;1
ACCUMED PROD MED HOSP LTDA;06105362000123;DROGA VIDA;03.215.633/0001-05;1247.72;1
ACCUMED PROD MED HOSP LTDA;06105362000123;DROGARIAS ULTRA POPULAR;07.742.240/0002-91;2224.00;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;TICIANY P. RODRIGUES ME;16.442.764/0001-77;1530.00;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;SUPERFARM POPULAR;26.012.717/0001-47;2232.00;1
NATULAB LABORATORIO LTDA;02456955000183;JOSE WILKER MARTINS DA SILVA;34.035.700/0001-33;5289.95;2
MILI S/A;78908266000205;FARMACIA NOVA FARMA;46.202.601/0001-88;5238.59;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;FARMACIA DO MIGUEL;07.987.257/0001-28;1004.76;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;FCIA DO TRABALHOR DE;19.021.072/0001-43;1240.08;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);61286647001007;DROGARIA FRANCILIO SUPER;54.137.920/0001-85;5000.00;1
TORRENT DO BRASIL LTDA;33078528000132;MARCIA JORDANA ARAUJO LIMA;30.376.426/0001-05;1292.94;1
MILI S/A;78908266000205;DROGARIA BITU;40.164.891/0001-36;1211.00;1
LOLLY BABY PRODUTOS INFANTIS L;62367032000187;FARMACIA SANTA TERESINHA;17.259.132/0001-35;1708.09;1
LABORATORIO GLOBO LTDA;17115437000173;ATACADAO MEGAFARMA;40.520.507/0002-71;1036.34;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;02501297000528;FARMACIA CENTER POPULAR (LJ 6) C JANGURU;05.624.211/0006-23;2638.84;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;FARMACIA TEND TUDO;03.084.846/0001-45;1604.99;1
